food_id,name,meal_type,calories,protein,carbs,fats,vegetarian,vegan,eggetarian,non_veg,contains_dairy,contains_gluten,contains_nuts,contains_soy,contains_eggs,contains_seafood,diabetes_friendly,bp_friendly,thyroid_friendly,pcos_friendly,heart_friendly,cholesterol_friendly,anemia_friendly,arthritis_friendly,weight_loss_friendly,muscle_gain_friendly,maintenance_friendly,weight_gain_friendly,healthy_lifestyle_friendly,budget_level,ingredients
249,Vegetable Sevai Upma,breakfast,350,8,60,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Sevai|Onion|Carrot|Beans|Peas|Salt|Oil
250,Sprouted Moong Salad,breakfast,300,15,38,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Sprouted Moong|Onion|Tomato|Cucumber|Lemon|Salt
251,Boiled Eggs with Toast,breakfast,400,18,30,18,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Eggs|Bread|Salt|Pepper|Butter
252,Paneer Sandwich,breakfast,420,18,45,16,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Bread|Paneer|Onion|Tomato|Salt|Butter
253,Vegetable Paratha with Curd,breakfast,420,12,55,16,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Wheat Flour|Carrot|Beans|Peas|Salt|Oil|Curd
254,Milk with Multigrain Toast,breakfast,360,14,48,10,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Milk|Multigrain Bread
255,Ragi Porridge,breakfast,320,10,50,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Ragi Flour|Water|Salt
256,Vegetable Millet Upma,breakfast,350,10,55,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Millet Rava|Onion|Carrot|Beans|Peas|Salt|Oil
257,Oats Banana Porridge,breakfast,380,12,65,8,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Oats|Banana|Milk|Honey
258,Curd with Fruits,breakfast,320,14,42,8,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Curd|Apple|Banana|Pomegranate
259,Peanut Butter Toast,breakfast,420,14,40,20,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Bread|Peanut Butter
260,Vegetable Handvo,breakfast,380,12,50,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Urad Dal|Bottle Gourd|Carrot|Salt|Oil
261,2 Roti with Mixed Vegetable Sabzi,lunch,520,14,70,14,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Wheat Flour|Potato|Carrot|Beans|Peas|Onion|Tomato|Salt|Oil
262,2 Roti with Lauki Sabzi and Dal,lunch,540,18,75,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Wheat Flour|Bottle Gourd|Toor Dal|Onion|Tomato|Turmeric|Salt|Oil
263,Brown Rice with Moong Dal,lunch,560,20,85,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Brown Rice|Moong Dal|Turmeric|Salt|Oil
264,Vegetable Khichdi,lunch,520,16,80,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Moong Dal|Carrot|Beans|Peas|Turmeric|Salt|Oil
265,Masoor Dal with 2 Phulka,lunch,550,22,75,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Wheat Flour|Masoor Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
266,Palak Dal with Brown Rice,lunch,580,20,88,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Brown Rice|Spinach|Toor Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
267,Vegetable Millet Khichdi,lunch,540,16,82,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Millets|Moong Dal|Carrot|Beans|Peas|Turmeric|Salt|Oil
268,Paneer Vegetable Curry with 2 Roti,lunch,620,24,65,22,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Wheat Flour|Paneer|Onion|Tomato|Capsicum|Spices|Salt|Oil
269,Tofu Vegetable Curry with Brown Rice,lunch,600,22,85,16,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Brown Rice|Tofu|Onion|Tomato|Capsicum|Spices|Salt|Oil
270,Chana Masala with 2 Roti,lunch,620,20,95,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Wheat Flour|Chickpeas|Onion|Tomato|Garlic|Spices|Salt|Oil
271,Rajma with Brown Rice,lunch,640,22,100,14,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Brown Rice|Rajma|Onion|Tomato|Garlic|Spices|Salt|Oil
272,Vegetable Sambar with Rice,lunch,560,18,90,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
273,Curd Rice with Vegetable,lunch,580,16,90,12,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Curd|Carrot|Mustard Seeds|Curry Leaves|Salt
274,Chicken Curry with 2 Roti,lunch,640,28,55,28,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Wheat Flour|Chicken|Onion|Tomato|Garlic|Spices|Salt|Oil
275,Grilled Chicken with Brown Rice,lunch,600,32,80,16,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Brown Rice|Chicken|Salt|Pepper|Oil
276,Egg Curry with 2 Roti,lunch,580,24,60,20,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Wheat Flour|Eggs|Onion|Tomato|Garlic|Spices|Salt|Oil
277,Egg Bhurji with Brown Rice,lunch,560,22,75,16,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Brown Rice|Eggs|Onion|Tomato|Green Chilli|Salt|Oil
278,Fish Curry with Rice,lunch,640,26,85,22,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,high,Rice|Fish|Onion|Tomato|Garlic|Spices|Salt|Oil
279,Grilled Fish with Millet Rice,lunch,600,30,75,18,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,high,Millet Rice|Fish|Salt|Pepper|Oil
280,Vegetable Dal Khichdi with Curd,lunch,580,20,90,12,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Moong Dal|Curd|Turmeric|Salt|Oil
281,Vegetable Oats Khichdi,dinner,480,16,70,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Oats|Moong Dal|Carrot|Beans|Peas|Turmeric|Salt|Oil
282,Moong Dal Soup with 1 Phulka,dinner,420,18,50,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Moong Dal|Onion|Tomato|Garlic|Turmeric|Salt|Wheat Flour
283,Vegetable Dalia Khichdi,dinner,460,14,75,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Broken Wheat|Moong Dal|Carrot|Beans|Peas|Turmeric|Salt|Oil
284,Palak Soup with Multigrain Roti,dinner,440,16,55,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Spinach|Onion|Garlic|Pepper|Salt|Multigrain Flour
285,Vegetable Handvo,dinner,500,18,65,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Urad Dal|Bottle Gourd|Carrot|Green Chilli|Salt|Oil
286,Dudhi Muthiya,dinner,450,14,60,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Bottle Gourd|Gram Flour|Green Chilli|Turmeric|Salt|Oil
287,Ragi Vegetable Upma,dinner,480,16,70,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Ragi Rava|Onion|Carrot|Beans|Peas|Salt|Oil
288,Vegetable Idli with Sambar,dinner,500,18,80,6,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Urad Dal|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
289,Oats Vegetable Cheela,dinner,460,20,55,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Oats Flour|Onion|Carrot|Capsicum|Green Chilli|Salt|Oil
290,Sprouted Moong Khichdi,dinner,480,20,70,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Sprouted Moong|Turmeric|Salt|Oil
291,Paneer Vegetable Soup with Toast,dinner,520,22,40,18,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Paneer|Carrot|Beans|Pepper|Salt|Bread
292,Tofu Vegetable Soup with Roti,dinner,500,20,50,14,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Tofu|Carrot|Beans|Pepper|Salt|Wheat Flour
293,Vegetable Millet Khichdi,dinner,480,16,75,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Millets|Moong Dal|Carrot|Beans|Peas|Turmeric|Salt|Oil
294,Chicken Clear Soup with 1 Roti,dinner,520,26,45,14,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Chicken|Garlic|Pepper|Salt|Wheat Flour
295,Grilled Chicken Salad Bowl,dinner,500,30,20,20,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Chicken|Lettuce|Cucumber|Tomato|Pepper|Salt
296,Egg Omelette with Multigrain Toast,dinner,520,26,40,18,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Eggs|Onion|Salt|Pepper|Multigrain Bread|Oil
297,Egg White Vegetable Soup,dinner,460,24,30,12,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Egg Whites|Carrot|Beans|Pepper|Salt
298,Fish Vegetable Soup with Roti,dinner,540,28,50,18,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,high,Fish|Carrot|Beans|Garlic|Pepper|Salt|Wheat Flour
299,Grilled Fish Vegetable Bowl,dinner,520,30,35,18,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,high,Fish|Lettuce|Cucumber|Tomato|Pepper|Salt
300,Vegetable Dal Soup with Toast,dinner,450,18,55,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Moong Dal|Onion|Tomato|Garlic|Pepper|Salt|Bread
301,Roasted Chana,snack,180,8,28,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Chana|Salt
302,Roasted Makhana,snack,160,6,24,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Makhana|Salt|Pepper
303,Sprouted Moong Salad,snack,200,12,28,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Sprouted Moong|Onion|Tomato|Cucumber|Lemon|Salt
304,Boiled Corn,snack,220,6,42,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Sweet Corn|Salt|Pepper
305,Buttermilk,snack,120,6,12,4,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Curd|Water|Salt|Cumin Powder
306,Curd with Fruits,snack,220,10,28,6,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Curd|Apple|Banana|Pomegranate
307,Peanut Chaat,snack,240,10,18,14,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Peanuts|Onion|Tomato|Lemon|Salt|Spices
308,Vegetable Sandwich,snack,260,10,40,8,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Bread|Cucumber|Tomato|Butter|Salt
309,Paneer Toast,snack,280,12,28,12,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Bread|Paneer|Butter|Salt|Pepper
310,Boiled Egg,snack,90,6,1,7,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Egg|Salt
311,Egg Toast,snack,240,12,24,10,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Egg|Bread|Butter|Salt|Pepper
312,Apple Slices,snack,120,1,28,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Apple
313,Guava Pieces,snack,110,2,22,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Guava|Salt
314,Banana,snack,150,2,36,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Banana
315,Vegetable Soup,snack,140,6,18,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Carrot|Beans|Cabbage|Pepper|Salt
316,Tomato Soup,snack,150,5,20,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Tomato|Garlic|Pepper|Salt
317,Roasted Soy Nuts,snack,260,14,16,14,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,medium,Soy Nuts|Salt
318,Chana Sundal,snack,220,10,32,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Chickpeas|Mustard Seeds|Curry Leaves|Grated Coconut|Salt
319,Vegetable Handvo Slice,snack,260,8,40,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Urad Dal|Bottle Gourd|Carrot|Salt|Oil
320,Lemon Coconut Water,snack,80,1,18,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Coconut Water|Lemon
