exercise_id,name,category,met_value,intensity_level,impact_level,duration_min,beginner_friendly,intermediate_friendly,advanced_friendly,home_friendly,gym_required,outdoor_only,bodyweight_only,dumbbell_supported,band_supported,full_gym_supported,weight_loss_friendly,muscle_gain_friendly,flexibility_friendly,stress_relief_friendly,endurance_friendly,posture_improving,sedentary_safe,moderate_activity_ok,high_activity_ok,knee_safe,shoulder_safe,lower_back_safe,upper_back_safe,neck_safe,ankle_safe,wrist_safe,elbow_safe,hip_safe,joint_safe,period_safe,safe_during_cramps,safe_for_heavy_flow,reduces_bloating,reduces_fatigue,hormone_balance_help,low_impact_period_ok,diabetes_friendly,bp_friendly,thyroid_friendly,pcos_friendly,heart_friendly,cholesterol_friendly,anemia_friendly,arthritis_friendly,core_targeted,upper_body_targeted,lower_body_targeted,full_body,mobility_improving,balance_improving,sets_min,sets_max,reps_min,reps_max,effort_type,rest_seconds,duration_beginner_min,duration_advanced_min,energy_band,primary_goal,equipment_level
88,neck mobility rotations,mobility,2,low,low,8,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8,15,-1,mobility,-1,-1,-1,nan,nan,nan
89,side step balance,balance,2.8,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-1,0,10,20,-1,balance,none,nan
90,single arm reach balance,balance,3,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-1,0,12,20,-1,balance,none,nan
91,swimming,cardio,8,medium,low,30,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,3,5,0,0,-1,60,20,40,-1,cardio,basic,nan
92,incline walking,cardio,6,medium,low,25,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,3,5,0,0,-1,20,35,-1,-1,-1,nan,nan,nan
93,medicine ball slams,strength,9,high,medium,15,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,4,6,12,20,reps,60,12,25,high,power,full_gym
94,chair yoga stretch,yoga,2.5,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,25,low,flexibility,none
95,dynamic side lunges,mobility,4.5,medium,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,12,20,medium,mobility,none
96,standing heel raises,balance,3,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-1,0,12,20,-1,balance,none,nan
97,tadasana,yoga,2,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,posture,none
98,vrikshasana,yoga,2.5,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,time,0,12,20,low,balance,none
99,trikonasana,yoga,3,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,12,20,-1,flexibility,none,nan
100,bhujangasana,yoga,2.8,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,flexibility,none
101,vajrasana,yoga,2,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,10,20,-1,recovery,none,nan
102,pavanamuktasana,yoga,2.8,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,12,20,low,digestion,none
103,shavasana,yoga,1.5,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,15,30,-1,recovery,none,nan
104,setu bandhasana,yoga,3.2,low,low,12,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,0,12,20,-1,flexibility,none,nan
105,ardha chakrasana,yoga,3,low,low,12,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,0,12,20,-1,flexibility,none,nan
106,marjariasana,yoga,2.8,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,10,20,-1,spine_health,none,nan
107,kapalbhati pranayama,yoga,2.5,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,25,low,breathing,none
108,anulom vilom,yoga,2,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,30,low,breathing,none
109,bhramari pranayama,yoga,2,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,relaxation,none
110,nadi shodhana,yoga,2,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,12,25,low,breathing,none
111,ujjayi pranayama,yoga,2,low,low,12,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,12,25,-1,breathing,none,nan
112,sheetali pranayama,yoga,1.8,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,10,20,-1,relaxation,none,nan
113,sheetkari pranayama,yoga,1.8,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,10,20,-1,relaxation,none,nan
114,sukhasana,yoga,1.5,low,low,20,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,20,40,low,meditation,none
115,padmasana,yoga,1.8,low,low,20,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,0,20,40,-1,meditation,none,nan
116,makarasana,yoga,1.8,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,30,low,recovery,none
117,balasana,yoga,2,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,30,low,recovery,none
118,gomukhasana,yoga,3,low,low,15,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,25,-1,flexibility,-1,-1,-1,nan,nan,nan
119,ardha matsyendrasana,yoga,3.2,low,low,15,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,25,-1,spine_health,-1,-1,-1,nan,nan,nan
120,ustrasana,yoga,3.5,low,low,12,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,20,-1,flexibility,-1,-1,-1,nan,nan,nan
121,chakrasana preparation,yoga,4,medium,low,12,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,20,-1,flexibility,-1,-1,-1,nan,nan,nan
122,deep abdominal breathing,yoga,1.5,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,breathing,none
123,equal breathing pranayama,yoga,1.5,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,breathing,none
124,box breathing,yoga,1.5,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,relaxation,none
125,relaxed belly breathing,yoga,1.3,low,low,10,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,10,20,low,relaxation,none
126,counting breath meditation,yoga,1.3,low,low,15,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,time,0,15,30,low,meditation,none
